"CIK","Ticker","Name","Exchange","SIC","Business","Incorporated","IRS"
"1289790",MIC,Macquarie Infrastructure Co LLC,NYSE,"5172",NY,DE,"206196808"
"1514281",MITT,AG Mortgage Investment Trust Inc,NYSE,"6798",NY,MD,""
"1524223",MN,Manning & Napier Inc,NYSE,"6282",NY,"","452609100"
"72573",MOV,Movado Group Inc,NYSE,"3873",NJ,NY,"132595932"
"1129155",MPX,Marine Products Corp,NYSE,"3730",GA,DE,"582572419"
"1104657",MTRN,Materion Corp,NYSE,"3460",OH,"","341919973"
"1099941",MVC,MVC Capital Inc,NYSE,"",NY,DE,"943346760"
"1547459",NGVC,Natural Grocers By Vitamin Cottage Inc,NYSE,"5411",CO,DE,"841444517"
"72162",NL,NL Industries Inc,NYSE,"2810",TX,NJ,"135267260"
"1258602",NNI,Nelnet Inc,NYSE,"6141",NE,NE,"840748903"
"1171486",NRP,Natural Resource Partners LP,NYSE,"1221",TX,DE,"352164875"
"873860",OCN,Ocwen Financial Corp,NYSE,"6162","2Q",FL,"650039856"
"712770",OLP,One Liberty Properties Inc,NYSE,"6798",NY,MD,"133147497"
"1067092",ONE,Bank One Corp,NYSE,"6021",IL,DE,"310738296"
"1486800",ONE,Higher One Holdings Inc,NYSE,"7389",CT,DE,"263025501"
"1042776",PDM,Piedmont Office Realty Trust Inc,NYSE,"6512",GA,MD,"582328421"
"77281",PEI,Pennsylvania Real Estate Investment Trust,NYSE,"6798",PA,PA,"236216339"
"315131",PHX,Panhandle Oil & Gas Inc,NYSE,"1311",OK,OK,"731055775"
"75829",PLL,Pall Corp,NYSE,"3569",NY,NY,"111541330"
"866368",PSB,PS Business Parks Inc,NYSE,"6798",CA,CA,"954300881"
"887921",REV,Revlon Inc,NYSE,"2844",NY,DE,"133662955"
"744187",REX,Rex American Resources Corp,NYSE,"2860",OH,DE,"311095548"
"1052595",RLH,Red Lion Hotels Corp,NYSE,"7011",WA,WA,"911032187"
"874444",RVI,Retail Ventures Inc,NYSE,"5331",OH,OH,"200090238"
"1349436",SD,Sandridge Energy Inc,NYSE,"1311",OK,DE,"208084793"
"1525287",SRLP,Sprague Resources LP,NYSE,"5171",NH,DE,"452637964"
"95552",SUP,Superior Industries International Inc,NYSE,"3714",CA,CA,"952594729"
"94328",SVC,Stewart & Stevenson Services Inc,NYSE,"3510",TX,TX,"741051605"
"1052045",SVM,Servicemaster Co LLC,NYSE,"8741",TN,"","901036521"
"1000623",SWM,Schweitzer Mauduit International Inc,NYSE,"2621",GA,DE,"621612879"
"1514705",SXC,Suncoke Energy Inc,NYSE,"3312",IL,"","900640593"
"1415020",TC,Thompson Creek Metals Co Inc,NYSE,"1000",CO,A1,""
"97517",TPL,Texas Pacific Land Trust,NYSE,"6532",TX,"","750279735"
"1576018",TPRE,Third Point Reinsurance LTD,NYSE,"6331",D0,D0,""
"1425292",UAN,CVR Partners LP,NYSE,"2870",TX,DE,"562677689"
"1029800",UBA,Urstadt Biddle Properties Inc,NYSE,"6798",CT,MD,"42458042"
"746838",UIS,Unisys Corp,NYSE,"7373",PA,DE,"380387840"
"798949",UNT,Unit Corp,NYSE,"1311",OK,DE,"731283193"
"1022646",UPL,Ultra Petroleum Corp,NYSE,"1311",TX,"",""
"891166",UVE,Universal Insurance Holdings Inc,NYSE,"6331",FL,DE,"650231984"
"59255",VHI,Valhi Inc,NYSE,"2810",TX,DE,"870110150"
"59440",VGR,Vector Group LTD,NYSE,"2111",FL,DE,"650949535"
"1579157",VNCE,Vince Holding Corp,NYSE,"5600",MO,DE,"753264870"
"899689",VNO,Vornado Realty Trust,NYSE,"6798",NY,MD,"221657560"
"1421182",VRS,Verso Paper Corp,NYSE,"2621",TN,DE,"753217389"
"108516",WOR,Worthington Industries Inc,NYSE,"3310",OH,OH,"311189815"
"104894",WRE,Washington Real Estate Investment Trust,NYSE,"6798",MD,MD,"530261100"
"776867",WTM,White Mountains Insurance Group LTD,NYSE,"6331",NH,D0,"942708455"
