"CIK","Ticker","Name","Exchange","SIC","Business","Incorporated","IRS"
"804753",CERN,Cerner Corp,NASDAQ,"7373",MO,DE,"431196944"
"819692",CF,Charter One Financial Inc,NYSE,"6021",OH,DE,"341567092"
"1324404",CF,CF Industries Holdings Inc,NYSE,"2870",IL,DE,"202697511"
"1074433",CFFN,Capitol Federal Financial,NASDAQ,"6035",KS,"","481212142"
"1490906",CFFN,Capitol Federal Financial Inc,NASDAQ,"6035",KS,MD,""
"39263",CFR,Cullen,NYSE,"6021",TX,TX,"741751768"
"1092895",CFX,Colonial Insured Municipal Fund,NYSE,"",MA,MA,"43483816"
"1420800",CFX,Colfax Corp,NYSE,"3561",MD,DE,"541887631"
"1527166",CG,Carlyle Group LP,NASDAQ,"6282",DC,DE,"452832612"
"851205",CGNX,Cognex Corp,NASDAQ,"3823",MA,MA,"42713778"
"313927",CHD,Church & Dwight Co Inc,NYSE,"2840",NJ,DE,"134996950"
"20212",CHDN,Churchill Downs Inc,NASDAQ,"7948",KY,KY,"610156015"
"19584",CHE,Chemed Corp,NYSE,"8082",OH,DE,"310791746"
"1364954",CHGG,Chegg Inc,NYSE,"8200",CA,DE,"203237489"
"1046311",CHH,Choice Hotels International Inc,NYSE,"7011",MD,DE,"521209792"
"1043277",CHRW,C H Robinson Worldwide Inc,NASDAQ,"4731",MN,DE,"411883630"
"1091667",CHTR,Charter Communications Inc,NASDAQ,"4841",MO,DE,"431857213"
"701221",CI,Cigna Corp,NYSE,"6324",CT,DE,"61059331"
"936395",CIEN,Ciena Corp,NASDAQ,"3661",MD,DE,"232725311"
"1409493",CIM,Chimera Investment Corp,NYSE,"6798",NY,DE,"260630461"
"20286",CINF,Cincinnati Financial Corp,NASDAQ,"6331",OH,OH,"310746871"
"1171825",CIT,Cit Group Inc,NYSE,"6172",NJ,DE,"651051192"
"21665",CL,Colgate Palmolive Co,NYSE,"2844",NY,DE,"131815595"
"764065",CLF,Cliffs Natural Resources Inc,NYSE,"1000",OH,OH,"341464672"
"36047",CLGX,Corelogic Inc,NYSE,"7374",CA,DE,"951068610"
"822818",CLH,Clean Harbors Inc,NYSE,"4955",MA,MA,"42997780"
"1467076",CLNY,Colony Financial Inc,NYSE,"6798",CA,MD,"270419483"
"732834",CLR,Continental Resources Inc,NYSE,"1311",OK,OK,"730767549"
"21076",CLX,Clorox Co,NYSE,"2842",CA,DE,"310595760"
"28412",CMA,Comerica Inc,NYSE,"6021",TX,DE,"6021"
"22444",CMC,Commercial Metals Co,NYSE,"3312",TX,DE,"750725338"
"1166691",CMCSA,Comcast Corp,NASDAQ,"4841","",PA,"270000798"
"1156375",CME,Cme Group Inc,NASDAQ,"6200",IL,DE,"364459170"
"1058090",CMG,Chipotle Mexican Grill Inc,NYSE,"5812",CO,"","841219301"
"26172",CMI,Cummins Inc,NYSE,"3510",IN,IN,"350257090"
"1227654",CMP,Compass Minerals International Inc,NYSE,"1400",KS,DE,"363972986"
"201533",CMS,Consumers Energy Co,NYSE,"4931",MI,MI,"380442310"
"811156",CMS,CMS Energy Corp,NYSE,"4931",MI,MI,"382726431"
"21175",CNA,Cna Financial Corp,NYSE,"6331",IL,DE,"366169860"
"1468944",CNA,China Metro-rural Holdings LTD,NYSE,"6500",D8,D8,""
"1071739",CNC,Centene Corp,NYSE,"6324",MO,"","41406317"
"816956",CNMD,Conmed Corp,NASDAQ,"3845",NY,NY,"160977505"
"719241",CNO,Conseco Inc,NYSE,"6321",IN,IN,"351468632"
"1224608",CNO,Cno Financial Group Inc,NYSE,"6321",IN,DE,"753108137"
"1130310",CNP,Centerpoint Energy Inc,NYSE,"4911",TX,"","740694415"
"1140827",CNS,City Network Inc,NYSE,"7389",NV,NV,"880467944"
"1284812",CNS,Cohen & Steers Inc,NYSE,"6282",NY,DE,"141904657"
"29806",CNST,Constar International Inc,NASDAQ,"3080",PA,DE,"131889304"
"1070412",CNX,Consol Energy Inc,NYSE,"1221",PA,DE,"510337383"
"1345122",CODI,Compass Group Diversified Holdings LLC,NYSE,"3714",CT,DE,"203812051"
"1345126",CODI,Compass Diversified Holdings,NYSE,"3714",CT,DE,"576218917"
"927628",COF,Capital One Financial Corp,NYSE,"6021",VA,DE,"541719854"
"858470",COG,Cabot Oil & Gas Corp,NYSE,"1311",TX,DE,"43072771"
"21510",COHR,Coherent Inc,NASDAQ,"3826",CA,DE,"941622541"
"317540",COKE,Coca Cola Bottling Co Consolidated,NASDAQ,"2086",NC,DE,"560950585"
"887343",COLB,Columbia Banking System Inc,NASDAQ,"6022",WA,WA,"911422237"
"1050797",COLM,Columbia Sportswear Co,NASDAQ,"2300",OR,OR,"930498284"
"1165532",COMM,Atx Communications Inc,NASDAQ,"4812","",DE,"134078506"
"1517228",COMM,Commscope Holding Company Inc,NASDAQ,"3663",NC,DE,"274332098"
"1553023",CONE,Cyrusone Inc,NASDAQ,"6798",TX,MD,""
"711404",COO,Cooper Companies Inc,NYSE,"3851",CA,DE,"942657368"
"1163165",COP,Conocophillips,NYSE,"2911",TX,DE,"10562944"
"849636",COR,Cortex Pharmaceuticals Inc,NYSE,"2834",CA,DE,"330303583"
"1490892",COR,Coresite Realty Corp,NYSE,"6798",CO,MD,""
"1318084",CORE,Core-mark Holding Company Inc,NASDAQ,"5141",CA,DE,"201489747"
"1088856",CORT,Corcept Therapeutics Inc,NASDAQ,"2834",CA,DE,"770487658"
"909832",COST,Costco Wholesale Corp,NASDAQ,"5331",WA,WA,"911223280"
"1024305",COTY,Coty Inc,NYSE,"2844",NY,"","133823358"
"16732",CPB,Campbell Soup Co,NYSE,"2000",NJ,NJ,"210419870"
"19745",CPK,Chesapeake Utilities Corp,NYSE,"4923",DE,DE,"510064146"
"900075",CPRT,Copart Inc,NASDAQ,"5500",TX,CA,"942867490"
"906345",CPT,Camden Property Trust,NYSE,"6798",TX,TX,"766088377"
"25445",CR,Crane Co,NYSE,"3490",CT,DE,"131952290"
"895419",CREE,Cree Inc,NASDAQ,"3674",NC,NC,"561572719"
"924174",CRH,Coram Healthcare Corp,NYSE,"8082",CO,DE,"330615337"
"795363",CRI,Carter William Co,NYSE,"2300",GA,"","41156680"
"1060822",CRI,Carters Inc,NYSE,"2300",GA,DE,"133912933"
"23194",CRK,Comstock Resources Inc,NYSE,"1311",TX,NV,"941667468"
"1100682",CRL,Charles River Laboratories International Inc,NYSE,"8731",MA,"","61397316"
"1108524",CRM,Salesforce Com Inc,NYSE,"7372",CA,DE,"943320693"
"1334036",CROX,Crocs Inc,NASDAQ,"3021",CO,"","202164234"
"1145404",CRTX,Cornerstone Therapeutics Inc,NASDAQ,"2834",NC,DE,"43523569"
"772406",CRUS,Cirrus Logic Inc,NASDAQ,"3674",TX,DE,"770024818"
"874866",CRVL,Corvel Corp,NASDAQ,"6411",CA,DE,"330282651"
"858877",CSCO,Cisco Systems Inc,NASDAQ,"3576",CA,CA,"770059951"
"1057352",CSGP,Costar Group Inc,NASDAQ,"7389",DC,DE,"522091509"
"1005757",CSGS,CSG Systems International Inc,NASDAQ,"7374",CO,DE,"470783182"
"934306",CSII,Conversion Services International Inc,NASDAQ,"7370",NJ,DE,"113200338"
"1180145",CSII,Cardiovascular Systems Inc,NASDAQ,"3841",MN,DE,"411698056"
"1222929",CSII,Cardiovascular Systems Inc,NASDAQ,"3841",MN,MN,"411698046"
"790051",CSL,Carlisle Companies Inc,NYSE,"3060",NC,DE,"311168055"
"1401680",CSOD,Cornerstone Ondemand Inc,NASDAQ,"7372",CA,DE,""
"277948",CSX,CSX Corp,NYSE,"4011",FL,VA,"621051971"
"723254",CTAS,Cintas Corp,NASDAQ,"2320",OH,WA,"311188630"
"24491",CTB,Cooper Tire & Rubber Co,NYSE,"3011",OH,DE,"344297750"
"1058290",CTSH,Cognizant Technology Solutions Corp,NASDAQ,"7371",NJ,"","133728359"
"877890",CTXS,Citrix Systems Inc,NASDAQ,"7372",FL,DE,"752275152"
"26076",CUB,Cubic Corp,NYSE,"3829",CA,DE,"951678055"
"1298675",CUBE,Cubesmart,NYSE,"6798",PA,MD,"201024732"
"1125259",CUK,Carnival PLC,NYSE,"4400",X0,"",""
"25232",CUZ,Cousins Properties Inc,NYSE,"6798",GA,GA,"580869052"
"225648",CVA,Covanta Holding Corp,NYSE,"4991",NJ,DE,"956021257"
"354647",CVBF,CVB Financial Corp,NASDAQ,"6022",CA,CA,"953629339"
"278166",CVCO,Cavco Industries Inc,NASDAQ,"2451",AZ,DE,"860214910"
"1133470",CVGW,Calavo Growers Inc,NASDAQ,"700",CA,CA,"330945304"
"1376139",CVI,CVR Energy Inc,NYSE,"2911",TX,DE,""
"1169561",CVLT,Commvault Systems Inc,NASDAQ,"7372",NJ,DE,""
"64803",CVS,CVS Caremark Corp,NYSE,"5912",RI,DE,"50494040"
"93410",CVX,Chevron Corp,NYSE,"2911",CA,DE,"940890210"
"26324",CW,Curtiss Wright Corp,NYSE,"3590",NJ,DE,"130612970"
"803649",CWH,Commonwealth REIT,NYSE,"6798",MA,MD,"46558834"
"911177",CWST,Casella Waste Systems Inc,NASDAQ,"4953",VT,DE,"30338873"
"1035201",CWT,California Water Service Group,NYSE,"4941",CA,DE,"770448994"
"1358071",CXO,Concho Resources Inc,NYSE,"1311",TX,DE,"760818600"
"1252849",CXP,Columbia Property Trust Inc,NYSE,"6798",GA,MD,"200068852"
"1061983",CYTK,Cytokinetics Inc,NASDAQ,"2834",CA,"","943291317"
"858339",CZR,Caesars Entertainment Corp,NASDAQ,"7011",NV,DE,"621411755"
"1070794",CZR,Park Place Entertainment Corp,NASDAQ,"7011",NV,DE,"880400631"
"715957",D,Dominion Resources Inc,NYSE,"4911",VA,VA,"541229715"
"27904",DAL,Delta Air Lines Inc,NYSE,"4512",GA,DE,"580218548"
"26780",DAN,Dana Holding Corp,NYSE,"3714",OH,DE,"261531856"
"916540",DAR,Darling International Inc,NYSE,"2070",TX,DE,"362495346"
"29644",DCI,Donaldson Co Inc,NYSE,"3564",MN,DE,"410222640"
"1338916",DCP,Dyncorp International Inc,NYSE,"7389",VA,DE,"10824791"
"1170991",DCT,DCT Industrial Trust Inc,NYSE,"6798",CO,MD,"820538520"
"30554",DD,Dupont E I De Nemours & Co,NYSE,"2820",DE,DE,"510014090"
"28917",DDS,Dillards Inc,NYSE,"5311",AR,DE,"710388071"
"315189",DE,Deere & Co,NYSE,"3523",IL,DE,"362382580"
"910521",DECK,Deckers Outdoor Corp,NASDAQ,"3021",CA,DE,"953015862"
"1364250",DEI,Douglas Emmett Inc,NYSE,"6798",CA,MD,"203073047"
"826083",DELL,Dell Inc,NASDAQ,"3571",TX,DE,"742487834"
"902270",DFS,Lenox Group Inc,NYSE,"3260",MN,DE,"133684956"
"1393612",DFS,Discover Financial Services,NYSE,"6141",IL,DE,"362517428"
"29534",DG,Dollar General Corp,NYSE,"5331",TN,TN,"610502302"
"1022079",DGX,Quest Diagnostics Inc,NYSE,"8071",NJ,DE,"161387862"
"882184",DHI,Horton D R Inc,NYSE,"1531",TX,DE,"752386963"
"313616",DHR,Danaher Corp,NYSE,"3823",DC,DE,"591995548"
"29002",DIOD,Diodes Inc,NASDAQ,"3674",TX,DE,"952039518"
"1001039",DIS,Walt Disney Co,NYSE,"4841",CA,DE,"954545390"
"1437107",DISCA,Discovery Communications Inc,NASDAQ,"4841",MD,DE,"352333914"
"1001082",DISH,Dish Network Corp,NASDAQ,"4841",CO,NV,"880336997"
"1552797",DKL,Delek Logistics Partners LP,NYSE,"4610",TN,DE,"455379027"
"1089063",DKS,Dicks Sporting Goods Inc,NYSE,"5940",PA,DE,"161241537"
"1308547",DLB,Dolby Laboratories Inc,NYSE,"3663",CA,DE,"900199783"
"1521332",DLPH,Delphi Automotive PLC,NYSE,"3714",X0,Y9,""
"1297996",DLR,Digital Realty Trust Inc,NYSE,"6798",CA,"","260081711"
"935703",DLTR,Dollar Tree Inc,NASDAQ,"5331",VA,VA,"541387365"
"1115222",DNB,Dun & Bradstreet Corp,NYSE,"7320",NJ,DE,"223725387"
"1357204",DNKN,Dunkin Brands Group Inc,NASDAQ,"5810",MA,DE,""
"806628",DNP,DNP Select Income Fund Inc,NYSE,"",KY,MD,"363480989"
"771252",DOC,Digital Angel Corp,NYSE,"3669",MN,DE,"521233960"
"1574540",DOC,Physicians Realty Trust,NYSE,"6798",WI,MD,"462519850"
"893691",DOOR,Masonite International Corp,NYSE,"2430",FL,A1,"980377314"
"868780",DORM,Dorman Products Inc,NASDAQ,"3714",PA,PA,"232078856"
"29905",DOV,Dover Corp,NYSE,"3530",IL,DE,"530257888"
"19925",DOW,Chiksan Tool Co,NYSE,"","","",""
"29915",DOW,Dow Chemical Co,NYSE,"2821",MI,DE,"381285128"
"1286681",DPZ,Dominos Pizza Inc,NYSE,"5140",MI,"","382511577"
"783280",DRE,Duke Realty Corp,NYSE,"6798",IN,IN,"351740409"
"940944",DRI,Darden Restaurants Inc,NYSE,"5812",FL,FL,"593305930"
"1399529",DRNA,Dicerna Pharmaceuticals Inc,NASDAQ,"2834",MA,DE,""
"935063",DSL,Downey Financial Corp,NYSE,"6035",CA,DE,"951953342"
"1566388",DSL,Doubleline Income Solutions Fund,NYSE,"",CA,MA,""
"936340",DTE,Dte Energy Co,NYSE,"4911",MI,MI,"383217752"
"30371",DUK,Duke Energy Carolinas LLC,NYSE,"4911",NC,NC,"560205520"
"1326160",DUK,Duke Energy Corp,NYSE,"4931",NC,DE,"202777218"
"927066",DVA,Davita Healthcare Partners Inc,NYSE,"8090",CO,DE,"510354549"
"837330",DVN,Devon Energy Corp,NYSE,"1311",OK,OK,"731333969"
"1090012",DVN,Devon Energy Corp,NYSE,"1311",OK,DE,"731567067"
"1093557",DXCM,Dexcom Inc,NASDAQ,"3841",CA,DE,"330857544"
"67215",DY,Dycom Industries Inc,NYSE,"1623",FL,FL,"591277135"
"712515",EA,Electronic Arts Inc,NASDAQ,"7372",CA,DE,"942838567"
"703351",EAT,Brinker International Inc,NYSE,"5812",TX,DE,"751914582"
"1065088",EBAY,Ebay Inc,NASDAQ,"7389",CA,DE,"770430924"
"1367644",EBS,Emergent Biosolutions Inc,NYSE,"2834",MD,DE,"141902018"
"352947",EC,Engelhard Corp,NYSE,"3330",NJ,DE,"221586002"
"31462",ECL,Ecolab Inc,NYSE,"2840",MN,DE,"410231510"
"1084961",ECPG,Encore Capital Group Inc,NASDAQ,"6153",CA,DE,"481090909"
"1047862",ED,Consolidated Edison Inc,NYSE,"4931",NY,NY,"133965100"
"31978",EE,El Paso Electric Co,NYSE,"4911",TX,TX,"740607870"
"1029199",EEFT,Euronet Worldwide Inc,NASDAQ,"6099",KS,DE,"742806888"
"33185",EFX,Equifax Inc,NYSE,"7320",GA,GA,"580401110"
"1023731",EGHT,"8X8 Inc",NASDAQ,"4813",CA,DE,"770142404"
"1065332",EGOV,Nic Inc,NASDAQ,"8742",KS,CO,"522077581"
"49600",EGP,Eastgroup Properties Inc,NYSE,"6798",MS,MD,"132711135"
"1333493",EHTH,Ehealth Inc,NASDAQ,"6411",CA,DE,"770470789"
"827052",EIX,Edison International,NYSE,"4911",CA,CA,"954137452"
"1001250",EL,Estee Lauder Companies Inc,NYSE,"2844",NY,DE,"112408943"
"895417",ELS,Equity Lifestyle Properties Inc,NYSE,"6798",IL,MD,"363857664"
"837465",ELY,Callaway Golf Co,NYSE,"3949",CA,DE,"953797580"
"105634",EME,Emcor Group Inc,NYSE,"1731",CT,DE,"112125338"
"930835",EME,Edison Mission Energy,NYSE,"4911",CA,DE,"954031807"
"915389",EMN,Eastman Chemical Co,NYSE,"2821",TN,DE,"621539359"
"32604",EMR,Emerson Electric Co,NYSE,"3600",MO,MO,"430259330"
"1100962",ENDP,Endo Health Solutions Inc,NASDAQ,"2834",PA,DE,"134022871"
"1463101",ENPH,Enphase Energy Inc,NASDAQ,"3674",CA,DE,"204645388"
"1096752",ENR,Energizer Holdings Inc,NYSE,"3690",MO,MO,"431863181"
"1289308",ENS,Enersys,NYSE,"5063",PA,DE,"233058564"
"1125376",ENSG,Ensign Group Inc,NASDAQ,"8051",CA,"","330861263"
"1101302",ENTG,Entegris Inc,NASDAQ,"3089",MA,DE,"411941551"
"1337619",ENV,Envestnet Inc,NYSE,"7389",IL,DE,"201409613"
"821189",EOG,Eog Resources Inc,NYSE,"1311",TX,DE,"470684736"
"1352010",EPAM,Epam Systems Inc,NYSE,"7371",PA,DE,"223536104"
"1073349",EPAY,Bottomline Technologies Inc,NASDAQ,"7372",NH,DE,"20433924"
"1061219",EPD,Enterprise Products Partners LP,NYSE,"4922",TX,DE,"760568219"
"1045450",EPR,Epr Properties,NYSE,"6798",MO,MD,"431790877"
"1571498",EPZM,Epizyme Inc,NASDAQ,"2834",MA,DE,"261349956"
"1101239",EQIX,Equinix Inc,NASDAQ,"4813",CA,DE,"770487526"
"906107",EQR,Equity Residential,NYSE,"6798",IL,MD,"363877868"
"33213",EQT,Eqt Corp,NYSE,"1311",PA,PA,"250464690"
"922621",ERIE,Erie Indemnity Co,NASDAQ,"6411",PA,PA,"250466020"
"1393744",ES,Energysolutions Inc,NYSE,"4955",UT,DE,"61782005"
"866706",ESE,Esco Technologies Inc,NYSE,"3669",MO,MO,"431554045"
"55820",ESGR,Enstar Group Inc,NASDAQ,"6799",AL,GA,"630590560"
"1363829",ESGR,Enstar Group LTD,NASDAQ,"6331",D0,D0,"999999999"
"922475",ESI,Itt Educational Services Inc,NYSE,"8200",IN,DE,"362061311"
"1448893",ESNT,Essent Group LTD,NYSE,"6351",D0,"","980673656"
"1541401",ESRT,Empire State Realty Trust Inc,NYSE,"6798",NY,MD,"371645259"
"920522",ESS,Essex Property Trust Inc,NYSE,"6798",CA,MD,"770369576"
"1420850",ET,Exacttarget Inc,NYSE,"7372",IN,DE,"201367351"
"1270523",ETG,Eaton Vance Tax Advantaged Global Dividend Income Fund,NYSE,"",MA,"",""
"1271554",ETG,Entree Gold Inc,NYSE,"1040",A1,A1,""
"31277",ETN,Eaton Corp,NYSE,"3590",OH,OH,"340196300"
"1551182",ETN,Eaton Corp PLC,NYSE,"3590",L2,"",""
"65984",ETR,Entergy Corp,NYSE,"4911",LA,DE,"721229752"
"1322436",ETV,Eaton Vance Tax-managed Buy-write Opportunities Fund,NYSE,"",MA,"",""
"1340736",ETY,Eaton Vance Tax-managed Diversified Equity Income Fund,NYSE,"",MA,"",""
"350797",EV,Eaton Vance Corp,NYSE,"6282",MA,MD,"42718215"
"1360901",EVR,Evercore Partners Inc,NYSE,"6282",NY,DE,"204748747"
"1253327",EVT,Eaton Vance Tax Advantaged Dividend Income Fund,NYSE,"",MA,"",""
"1559865",EVTC,Evertec Inc,NYSE,"7374",PR,PR,"660783622"
"1099800",EW,Edwards Lifesciences Corp,NYSE,"3842",CA,DE,"364316614"
"1069157",EWBC,East West Bancorp Inc,NASDAQ,"6022",CA,"","954703316"
"1124140",EXAS,Exact Sciences Corp,NASDAQ,"8731",WI,DE,"204782291"
"1109357",EXC,Exelon Corp,NYSE,"4931",IL,PA,"232990190"
"939767",EXEL,Exelixis Inc,NASDAQ,"8731",CA,DE,"43257395"
"1379438",EXG,Eaton Vance Tax-managed Global Diversified Equity Income Fund,NYSE,"",MA,"",""
"1297989",EXLS,Exlservice Holdings Inc,NASDAQ,"7389",X1,DE,"820572194"
"918646",EXP,Eagle Materials Inc,NYSE,"3241",TX,DE,"752520779"
"746515",EXPD,Expeditors International Of Washington Inc,NASDAQ,"4731",WA,WA,"911069248"
"1095357",EXPE,Expedia Inc,NASDAQ,"4700",WA,WA,"911996083"
"1324424",EXPE,Expedia Inc,NASDAQ,"4700",WA,DE,"202705720"
"851520",EXPO,Exponent Inc,NASDAQ,"8742",CA,DE,"770218904"
"1289490",EXR,Extra Space Storage Inc,NYSE,"6798",UT,MD,"201076777"
"1168335",EYE,Advanced Medical Optics Inc,NYSE,"3841",CA,DE,"330986820"
"37996",F,Ford Motor Co,NYSE,"3711",MI,DE,"380549190"
"1472787",FAF,First American Financial Corp,NYSE,"6361",CA,DE,"261911571"
"1539838",FANG,Diamondback Energy Inc,NASDAQ,"1311",TX,DE,""
"917491",FARO,Faro Technologies Inc,NASDAQ,"3829",FL,FL,"593157093"
"815556",FAST,Fastenal Co,NASDAQ,"5200",MN,MN,"410948415"
"1434316",FATE,Fate Therapeutics Inc,NASDAQ,"2836",CA,DE,""
"1326801",FB,Facebook Inc,NASDAQ,"7370",CA,"","201665019"
"1033012",FBC,Flagstar Bancorp Inc,NYSE,"6035",MI,MI,"383150651"
"1519751",FBHS,Fortune Brands Home & Security Inc,NYSE,"1520",IL,DE,"621411546"
"1057706",FBP,First Bancorp,NYSE,"6022",PR,PR,"660561882"
"840489",FCFS,First Cash Financial Services Inc,NASDAQ,"5900",TX,DE,"752237318"
